"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"13883","1","4.0","oz","113.0","",""
"13883","2","1.0","lb","453.6","",""
"13884","1","3.0","oz","85.0","",""
"13884","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","326.0","",""
"13885","1","4.0","oz","113.0","",""
"13885","2","1.0","lb","453.6","",""
"13886","1","3.0","oz","85.0","",""
"13886","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","325.0","",""
"13887","1","4.0","oz","113.0","",""
"13887","2","1.0","lb","453.6","",""
"13888","1","3.0","oz","85.0","",""
"13888","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","327.0","",""
"13889","1","4.0","oz","113.0","",""
"13889","2","1.0","steak","231.0","1",""
"13890","1","3.0","oz","85.0","1",""
"13890","2","1.0","piece cooked, excluding refuse (yield from 1 lb raw meat with refuse)","283.0","1",""
"13891","1","4.0","oz","113.0","",""
"13891","2","1.0","lb","453.6","",""
"13892","1","3.0","oz","85.0","",""
"13892","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","286.0","",""
"13893","1","3.0","oz","85.0","",""
"13893","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","326.0","",""
"13894","1","4.0","oz","113.0","",""
"13894","2","1.0","lb","453.6","",""
"13895","1","3.0","oz","85.0","",""
"13895","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","289.0","",""
"13896","1","3.0","oz","85.0","",""
"13896","2","1.0","steak (yield from raw steak weighing 492 g)","347.0","10",""
"13896","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","326.0","",""
"13897","1","3.0","oz","85.0","",""
"13897","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","283.0","",""
"13898","1","4.0","oz","113.0","",""
"13898","2","1.0","lb","453.6","",""
"13899","1","3.0","oz","85.0","",""
"13899","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","286.0","",""
"13900","1","3.0","oz","85.0","",""
"13900","2","1.0","steak (yield from raw steak weighing 491g)","359.0","10",""
"13900","3","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","329.0","",""
"13901","1","4.0","oz","113.0","",""
"13901","2","1.0","lb","453.6","",""
"13902","1","3.0","oz","85.0","",""
"13902","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","332.0","",""
"13903","1","4.0","oz","113.0","",""
"13903","2","1.0","steak","252.0","1",""
"13904","1","4.0","oz","113.0","",""
"13904","2","1.0","piece","1855.0","36",""
"13905","1","4.0","oz","113.0","",""
"13905","2","1.0","steak","539.0","24","29.849"
"13906","1","3.0","oz","85.0","",""
"13906","2","1.0","steak","417.0","24","30.685"
"13907","1","4.0","oz","113.0","",""
"13907","2","1.0","steak","461.0","24","30.173"
"13908","1","3.0","oz","85.0","",""
"13908","2","1.0","steak","360.0","24","28.858"
"13909","1","4.0","oz","113.0","",""
"13910","1","3.0","oz","85.0","",""
"13910","2","1.0","steak","213.0","20",""
"13911","1","4.0","oz","113.0","",""
"13911","2","1.0","steak","301.0","24","39.947"
"13912","1","3.0","oz","85.0","",""
"13912","2","1.0","steak (yield from 270 g raw meat)","221.0","10",""
"13913","1","4.0","oz","113.0","",""
"13914","1","3.0","oz","85.0","",""
"13915","1","4.0","oz","113.0","",""
"13915","2","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)","227.0","",""
"13916","1","3.0","oz","85.0","",""
"13916","2","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)","167.0","",""
"13917","1","4.0","oz","113.0","",""
"13917","2","1.0","steak","164.0","21",""
"13918","1","3.0","oz","85.0","",""
"13918","2","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)","104.0","",""
"13919","1","3.0","oz","85.0","",""
"13919","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","330.0","",""
"13920","1","4.0","oz","113.0","",""
"13920","2","1.0","steak","177.0","11",""
"13921","1","1.0","steak (yield from 181 g raw meat)","140.0","9",""
"13921","2","3.0","oz","85.0","",""
"13922","1","3.0","oz","85.0","",""
"13922","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","329.0","",""
"13923","1","4.0","oz","113.0","",""
"13923","2","1.0","steak (yield from 1 raw steak weighing149g)","149.0","10",""
"13923","3","1.0","lb","453.6","",""
"13924","1","1.0","steak (yield from 1 raw steak weighing 151g)","119.0","10",""
"13924","2","3.0","oz","85.0","",""
"13924","3","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)","104.0","",""
"13925","1","3.0","oz","85.0","",""
"13925","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","329.0","",""
"13926","1","1.0","oz","28.35","",""
"13926","2","1.0","lb","453.6","",""
"13927","1","3.0","oz","85.0","",""
"13927","2","1.0","steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)","106.0","",""
"13928","1","3.0","oz","85.0","",""
"13928","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","326.0","",""
"13929","1","4.0","oz","113.0","",""
"13929","2","1.0","steak","608.0","20",""
"13930","1","3.0","oz","85.0","",""
"13930","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","306.0","",""
"13931","1","4.0","oz","113.0","",""
"13931","2","1.0","lb","453.6","",""
"13932","1","3.0","oz","85.0","",""
"13932","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","306.0","",""
"13933","1","3.0","oz","85.0","",""
"13933","2","1.0","piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","307.0","",""
"13934","1","4.0","oz","113.0","",""
"13934","2","1.0","steak","594.0","10",""
"13935","1","3.0","oz","85.0","",""
"13935","2","1.0","steak (yield from 1 raw steak weighing 624g)","485.0","10",""
"13937","1","3.0","oz","85.0","",""
"13940","1","3.0","oz","85.0","",""
"13943","1","3.0","oz ( 1 serving )","85.0","",""
"13946","1","3.0","oz","85.0","",""
"13948","1","3.0","oz","85.0","",""
"13948","2","1.0","steak (yield from 475 g raw meat)","383.0","20",""
"13949","1","3.0","oz","85.0","",""
"13949","2","1.0","steak (yield from 467 g raw meat)","379.0","10",""
"13950","1","3.0","oz","85.0","",""
"13950","2","1.0","steak (yield from 388 g raw meat)","247.0","10",""
"13951","1","3.0","oz","85.0","",""
"13951","2","1.0","steak (yield from 294 g raw meat)","231.0","10",""
"13952","1","3.0","oz","85.0","",""
"13952","2","1.0","steak (yield from 295 g raw meat)","233.0","20",""
"13953","1","3.0","oz","85.0","",""
"13953","2","1.0","roast (yield from 690g raw meat)","569.0","20",""
"13954","1","4.0","oz","113.0","",""
"13954","2","1.0","roast","261.0","19",""
"13955","1","3.0","oz","85.0","",""
"13955","2","1.0","roast (yield from 714 g raw meat)","591.0","10",""
"13956","1","4.0","oz","113.0","",""
"13956","2","1.0","roast","271.0","9",""
"13957","1","3.0","oz","85.0","",""
"13957","2","1.0","roast (yield from 666 g raw meat)","547.0","10",""
"13958","1","4.0","oz","113.0","",""
"13958","2","1.0","roast","252.0","10",""
"13959","1","3.0","oz","85.0","",""
"13959","2","1.0","steak (yield from 381 g raw meat)","277.0","20",""
"13961","1","3.0","oz (1 serving)","85.0","",""
"13963","1","4.0","oz","113.0","",""
"13965","1","3.0","oz","85.0","",""
"13967","1","3.0","oz","85.0","",""
"13968","1","3.0","oz","85.0","",""
"13968","2","1.0","steak (yield from 396 g raw meat)","284.0","10",""
"13969","1","3.0","oz","85.0","",""
"13969","2","1.0","steak (yield from 368 g meat)","269.0","10",""
"13970","1","4.0","oz","113.0","",""
"13970","2","1.0","steak","188.0","20",""
"13971","1","4.0","oz","113.0","",""
"13971","2","1.0","steak","173.0","10",""
"13972","1","4.0","oz","113.0","",""
"13972","2","1.0","roast","1289.0","36","298.0"
"13973","1","4.0","oz","113.0","",""
"13973","2","1.0","roast","1263.0","24","227.0"
"13974","1","4.0","oz","113.0","",""
"13974","2","1.0","roast","1327.0","12","407.0"
"13975","1","4.0","oz","113.0","",""
"13975","2","1.0","piece","1780.0","24",""
"13977","1","3.0","oz","85.0","",""
"13979","1","3.0","oz","85.0","",""
"13980","1","3.0","oz","85.0","",""
"13980","2","1.0","piece","272.0","7","51.1"
"13981","1","3.0","oz","85.0","",""
"13981","2","1.0","piece","315.0","4","51.9"
"13982","1","3.0","oz","85.0","",""
"13982","2","1.0","piece","289.0","11","52.0"
"13983","1","4.0","oz","113.0","",""
"13983","2","1.0","piece","514.0","12",""
"13985","1","3.0","oz","85.0","1",""
"13985","2","1.0","serving","85.0","1",""
"13985","3","1.0","roast","569.0","20",""
"14003","1","1.0","fl oz","29.7","1",""
"14003","2","1.0","can","356.0","1",""
"14004","1","1.0","fl oz","29.8","1",""
"14004","2","12.0","fl oz","357.0","",""
"14005","1","1.0","fl oz","29.5","1",""
"14005","2","12.0","fl oz","355.0","1",""
"14006","1","1.0","fl oz","29.5","",""
"14006","2","1.0","can or bottle (12 fl oz)","354.0","",""
"14007","1","1.0","fl oz","29.5","1",""
"14007","2","12.0","fl oz","354.0","1",""
"14009","1","1.0","fl oz","30.5","",""
"14009","2","1.0","can (6.8 fl oz, 200 ml)","207.0","",""
"14010","1","1.0","fl oz","30.2","",""
"14010","2","1.0","cocktail (2 fl oz)","60.0","",""
"14013","1","1.0","fl oz","29.5","1",""
"14013","2","12.0","fl oz","354.0","1",""
"14015","1","1.0","fl oz","32.6","",""
"14015","2","1.0","can (6.8 fl oz, 200 ml)","222.0","",""
"14016","1","8.0","fl oz","240.0","1",""
"14016","2","1.0","cup","240.0","1",""
"14017","1","1.0","fl oz","31.4","",""
"14017","2","1.0","cocktail (4.5 fl oz)","141.0","",""
"14019","1","1.0","fl oz","31.1","",""
"14019","2","1.0","can (6.8 fl oz, 200 ml)","211.0","",""
"14021","1","8.0","fl oz","240.0","1",""
"14022","1","8.0","fl oz","240.0","1",""
"14024","1","1.0","packet","17.0","",""
"14025","1","1.0","fl oz","29.4","",""
"14025","2","1.0","packet prepared","103.0","",""
"14026","1","16.0","fl oz","480.0","1",""
"14027","1","1.0","fl oz","30.8","",""
"14027","2","1.0","can (6.8 fl oz, 200 ml)","209.0","",""
"14028","1","1.0","fl oz","32.3","",""
"14028","2","2.0","fl oz","65.0","",""
"14029","1","1.0","fl oz","30.4","",""
"14029","2","1.0","portion (2 oz mix + 1.5 oz whiskey)","106.0","",""
"14030","1","16.0","fl oz","480.0","1",""
"14031","1","8.0","fl oz","240.0","1",""
"14033","1","2.0","scoop","39.0","1",""
"14034","1","1.0","fl oz","33.6","",""
"14034","2","1.0","jigger 1.5 fl oz","50.0","",""
"14035","1","1.0","scoop","44.0","1",""
"14036","1","14.0","fl oz","414.0","1",""
"14037","1","1.0","fl oz","27.8","",""
"14037","2","1.0","jigger (1.5 fl oz)","42.0","",""
"14038","1","1.0","can","250.0","10","2.58"
"14041","1","1.0","bottle","237.0","1",""
"14044","1","1.0","bottle","295.0","1",""
"14045","1","1.0","bottle","295.0","1",""
"14047","1","1.0","scoop","26.0","1",""
"14048","1","1.0","bottle","500.0","1",""
"14050","1","1.0","fl oz","27.8","",""
"14050","2","1.5","fl oz","42.0","",""
"14051","1","1.0","fl oz","27.8","",""
"14051","2","1.5","fl oz","42.0","",""
"14052","1","1.0","fl oz","27.8","1",""
"14052","2","1.0","jigger (1.5 fl oz)","42.0","1",""
"14054","1","8.0","fl oz","240.0","1",""
"14054","2","1.0","cup","240.0","1",""
"14055","1","1.0","scoop","26.0","1",""
"14056","1","8.0","fl oz","266.0","1",""
"14056","2","2.0","fl oz","60.0","1",""
"14057","1","1.0","fl oz","29.5","",""
"14057","2","1.0","glass (3.5 fl oz)","103.0","",""
"14058","1","3.0","scoop","86.0","1",""
"14060","1","8.0","fl oz","240.0","1",""
"14061","1","8.0","fl oz","240.0","1",""
"14062","1","8.0","fl oz","254.0","1",""
"14063","1","2.0","tbsp","11.0","1",""
"14064","1","8.0","fl oz","240.0","1",""
"14065","1","6.75","fl oz","200.0","1",""
"14066","1","0.33","cup","32.0","1",""
"14067","1","1.0","scoop","45.0","1",""
"14073","1","1.0","can","355.0","1",""
"14074","1","1.0","can","355.0","1",""
"14075","1","8.0","fl oz","240.0","1",""
"14079","1","16.0","fl oz","473.0","1",""
"14080","1","2.0","tbsp","11.0","1",""
"14083","1","1.0","serving","256.0","1",""
"14084","1","1.0","serving (5 fl oz)","148.0","",""
"14084","2","1.0","fl oz","29.5","1",""
"14086","1","1.0","serving 8 oz","245.0","1",""
"14087","1","1.0","serving 8 oz","245.0","1",""
"14088","1","1.0","serving 8 oz","246.0","1",""
"14090","1","1.0","cup","245.0","19","7.599"
"14091","1","1.0","cup","262.0","7","7.92"
"14092","1","1.0","cup","240.0","1",""
"14093","1","20.0","fl oz","591.0","1",""
"14095","1","8.0","fl oz","240.0","1",""
"14096","1","1.0","fl oz","29.4","",""
"14096","2","1.0","serving (5 fl oz)","147.0","",""
"14097","1","1.0","fl oz","29.4","",""
"14097","2","1.0","serving (5 fl oz)","147.0","",""
"14098","1","1.0","fl oz","29.4","",""
"14098","2","1.0","serving (5 fl oz)","147.0","",""
"14099","1","1.0","fl oz","29.4","",""
"14099","2","1.0","serving (5 fl oz)","147.0","",""
"14100","1","1.0","fl oz","29.4","",""
"14100","2","1.0","serving (5 fl oz)","147.0","",""
"14101","1","1.0","fl oz","29.4","",""
"14101","2","1.0","serving (5 fl oz)","147.0","",""
"14102","1","1.0","fl oz","29.4","",""
"14102","2","1.0","serving (5 fl oz)","147.0","",""
"14103","1","1.0","fl oz","29.5","",""
"14103","2","1.0","serving (5 fl oz)","147.0","",""
"14105","1","1.0","fl oz","29.4","",""
"14105","2","1.0","serving (5 fl oz)","147.0","",""
"14106","1","1.0","fl oz","29.4","",""
"14106","2","1.0","serving (5 fl oz)","147.0","",""
"14107","1","1.0","fl oz","29.4","",""
"14107","2","1.0","serving (5 fl oz)","147.0","",""
"14108","1","1.0","fl oz","29.4","",""
"14108","2","1.0","serving (5 fl oz)","147.0","",""
"14109","1","1.0","fl oz","29.4","",""
"14109","2","1.0","serving (5 fl oz)","147.0","",""
"14113","1","1.0","fl oz","29.3","",""
"14113","2","1.0","serving (5 fl oz)","147.0","",""
"14116","1","1.0","fl oz","29.5","",""
"14116","2","1.0","serving (5 fl oz)","148.0","",""
"14117","1","1.0","fl oz","29.3","",""
"14117","2","1.0","serving (5 fl oz)","147.0","",""
"14119","1","8.0","fl oz","247.0","1",""
"14120","1","1.0","fl oz","29.5","",""
"14120","2","1.0","serving (5 fl oz)","148.0","",""
"14121","1","1.0","fl oz","29.6","",""
"14121","2","1.0","can or bottle (16 fl oz)","474.0","",""
"14121","3","1.0","can or bottle (12 fl oz)","355.0","",""
"14124","1","1.0","fl oz","29.5","",""
"14124","2","1.0","serving (5 fl oz)","147.0","",""
"14125","1","1.0","fl oz","30.5","",""
"14125","2","1.0","serving (5 fl oz)","152.0","",""
"14126","1","1.0","fl oz","29.5","",""
"14126","2","1.0","serving (5 fl oz)","147.0","",""
"14130","1","1.0","fl oz","30.9","",""
"14130","2","1.0","can or bottle (16 fl oz)","494.0","",""
"14130","3","1.0","can or bottle (12 fl oz)","371.0","",""
"14132","1","1.0","fl oz","29.6","",""
"14132","2","1.0","serving (5 fl oz)","148.0","",""
"14134","1","1.0","fl oz","29.3","",""
"14134","2","1.0","serving (5 fl oz)","147.0","",""
"14135","1","1.0","fl oz","30.8","",""
"14135","2","1.0","serving (5 fl oz)","154.0","",""
"14136","1","1.0","fl oz","30.5","",""
"14136","2","1.0","can or bottle (16 fl oz)","488.0","",""
"14136","3","1.0","can or bottle (12 fl oz)","366.0","",""
"14137","1","1.0","fl oz","30.6","",""
"14137","2","1.0","serving (8 fl oz)","245.0","",""
"14137","3","1.0","serving (12 fl oz)","368.0","",""
"14137","4","1.0","serving (16.9 fl oz)","518.0","",""
"14138","1","1.0","fl oz","29.3","",""
"14138","2","1.0","serving (5 fl oz)","147.0","",""
"14140","1","1.0","fl oz","30.0","",""
"14140","2","1.0","serving (5 fl oz)","150.0","",""
"14142","1","1.0","fl oz","31.0","",""
"14142","2","1.0","can or bottle (12 fl oz)","372.0","",""
"14143","1","1.0","fl oz","29.6","",""
"14143","2","1.0","can (12 fl oz)","355.0","",""
"14144","1","1.0","fl oz","30.8","",""
"14144","4","1.0","drink (12 fl oz)","368.0","",""
"14144","5","1.0","drink, small (16 fl oz)","491.0","",""
"14144","6","1.0","drink, medium (22 fl oz)","675.0","",""
"14144","7","1.0","drink, large (32 fl oz)","982.0","",""
"14144","8","1.0","drink, extra large (44 fl oz)","1351.0","",""
"14145","1","1.0","fl oz","30.8","",""
"14145","2","1.0","serving 12 fl oz","369.0","",""
"14145","3","1.0","serving 16 fl oz","492.0","",""
"14145","4","1.0","cup 12 fl oz 12 fl oz","258.0","",""
"14146","1","1.0","fl oz","29.6","",""
"14146","2","1.0","can or bottle (16 fl oz)","474.0","",""
"14146","3","1.0","can (12 fl oz)","355.0","",""
"14146","4","1.0","drink, small (16 fl oz)","474.0","",""
"14146","5","1.0","drink, medium (22 fl oz)","651.0","",""
"14146","6","1.0","drink, large (32 fl oz)","947.0","",""
"14146","7","1.0","drink, extra large (44 fl oz)","1302.0","",""
"14147","1","1.0","fl oz","30.7","",""
"14147","2","1.0","serving 12 fl oz","368.0","",""
"14147","3","1.0","serving 16 fl oz","491.0","",""
"14148","1","1.0","fl oz","30.7","",""
"14148","2","1.0","can or bottle (12 fl oz)","370.0","",""
"14148","3","1.0","can or bottle (16 fl oz)","492.0","",""
"14148","4","1.0","drink, small (16 fl oz)","492.0","",""
"14148","5","1.0","drink, medium (22 fl oz)","676.0","",""
"14148","6","1.0","drink, large (32 fl oz)","984.0","",""
"14148","7","1.0","drink, extra large (44 fl oz)","1353.0","",""
"14149","1","1.0","fl oz","29.6","",""
"14149","2","1.0","can (8 fl oz)","355.0","",""
"14150","1","1.0","fl oz","31.0","",""
"14150","2","1.0","can or bottle (16 fl oz)","496.0","",""
"14150","3","1.0","can or bottle (12 fl oz)","372.0","",""
"14151","1","1.0","fl oz","29.6","",""
"14151","2","1.0","can (12 fl oz)","355.0","",""
"14152","1","1.0","fl oz","29.5","",""
"14152","2","1.0","serving 5 fl oz","148.0","",""
"14153","1","1.0","fl oz","30.7","",""
"14153","2","1.0","can or bottle (16 fl oz)","491.0","",""
"14153","3","1.0","can or bottle (12 fl oz)","368.0","",""
